student_id,gender,department,attendance,internal_marks,assignment_score,previous_cgpa,backlogs,study_hours,at_risk
S26535,Female,IT,97,56,55,7.11,0,5.3,0
S26536,Female,AI,96,71,56,9.88,0,7.4,0
S26537,Female,AI,72,86,63,8.7,1,6.0,0
S26538,Female,AI,79,89,55,9.38,1,6.6,0
S26539,Female,AI,98,84,86,8.24,0,6.0,0
S26540,Female,IT,45,35,35,6.59,2,3.5,1
S26541,Female,AI,66,60,83,7.33,0,7.3,0
S26542,Male,Computer,89,99,61,9.37,0,7.3,0
S26543,Female,IT,80,72,99,9.45,0,7.2,0
S26544,Male,AI,89,73,83,9.79,1,7.7,0
S26545,Female,Computer,57,40,39,5.59,3,1.7,1
S26546,Female,AI,85,60,60,8.86,0,4.8,0
S26547,Male,Computer,84,94,81,8.75,0,7.0,0
S26548,Female,IT,75,70,70,7.06,0,7.4,0
S26549,Male,AI,79,87,94,9.24,1,5.7,0
S26550,Female,IT,89,74,97,8.39,0,3.5,0
S26551,Female,IT,94,91,55,7.29,0,4.3,0
S26552,Male,Computer,90,62,64,8.06,0,5.3,0
S26553,Male,IT,86,100,97,9.1,0,7.7,0
S26554,Female,AI,81,70,93,6.76,1,6.6,0
S26555,Female,Computer,69,85,91,8.86,0,5.8,0
S26556,Female,Computer,51,47,46,6.13,2,1.1,1
S26557,Female,AI,65,86,68,6.54,1,7.6,0
S26558,Male,AI,77,58,85,8.35,0,4.8,0
S26559,Male,IT,95,73,82,7.67,0,4.1,0
S26560,Male,AI,88,65,72,8.18,0,3.0,0
S26561,Female,Computer,83,75,74,9.08,1,7.9,0
S26562,Male,AI,68,61,86,9.59,0,3.3,0
S26563,Female,IT,69,71,56,7.86,1,4.1,0
S26564,Female,AI,96,72,82,9.71,0,3.4,0
S26565,Female,IT,76,73,89,7.03,0,5.7,0
S26566,Male,AI,85,66,61,7.14,0,6.9,0
S26567,Male,Computer,65,87,93,8.98,0,3.2,0
S26568,Male,Computer,73,65,98,8.57,0,7.6,0
S26569,Female,IT,67,62,65,9.89,0,5.4,0
S26570,Female,IT,65,98,82,9.22,0,7.2,0
S26571,Female,Computer,66,82,64,8.63,0,3.9,0
S26572,Male,IT,46,59,52,5.75,1,2.6,1
S26573,Male,Computer,67,76,70,9.53,0,7.8,0
S26574,Male,AI,98,93,86,9.83,1,7.3,0
S26575,Male,AI,96,57,73,6.83,0,3.2,0
S26576,Male,Computer,95,93,99,9.36,0,4.4,0
S26577,Female,IT,73,65,69,7.43,0,4.0,0
S26578,Male,AI,92,66,89,9.94,0,6.9,0
S26579,Male,IT,75,70,83,7.57,1,7.2,0
S26580,Male,IT,71,61,97,7.31,0,7.8,0
S26581,Male,Computer,70,49,41,6.06,2,2.8,1
S26582,Female,AI,98,82,71,9.12,0,4.0,0
S26583,Female,AI,69,93,58,6.68,1,6.6,0
S26584,Female,AI,100,100,66,7.27,0,4.9,0
S26585,Female,Computer,85,82,78,9.4,0,4.1,0
S26586,Male,AI,97,70,97,9.64,0,7.2,0
S26587,Male,IT,99,55,92,7.16,1,6.6,0
S26588,Male,Computer,62,60,66,5.81,2,1.5,1
S26589,Male,Computer,97,89,93,7.3,0,7.5,0
S26590,Male,AI,59,60,57,4.83,3,3.5,1
S26591,Male,IT,90,78,58,6.79,0,6.4,0
S26592,Female,IT,69,65,87,7.04,0,3.6,0
S26593,Female,Computer,77,95,98,7.59,0,5.4,0
S26594,Male,AI,83,89,65,6.89,1,6.5,0
S26595,Female,Computer,65,98,66,9.56,1,7.1,0
S26596,Male,IT,70,48,55,6.36,2,3.6,1
S26597,Female,IT,96,97,88,7.55,0,3.8,0
S26598,Male,Computer,71,68,94,9.42,0,5.6,0
S26599,Female,Computer,95,60,83,6.7,0,7.2,0
S26600,Female,IT,76,72,88,6.7,0,3.1,0
S26601,Female,IT,67,61,94,9.08,0,5.3,0
S26602,Male,AI,50,35,41,6.16,3,3.9,1
S26603,Female,AI,74,58,60,8.94,0,7.3,0
S26604,Male,IT,80,61,76,7.44,0,4.3,0
S26605,Male,Computer,88,92,75,9.34,0,5.2,0
S26606,Male,Computer,46,42,68,5.16,1,2.5,1
S26607,Female,AI,70,77,79,8.11,0,7.9,0
S26608,Female,AI,61,49,37,4.84,2,3.0,1
S26609,Male,IT,52,40,47,5.13,3,3.8,1
S26610,Male,IT,86,78,93,7.62,0,5.7,0
S26611,Male,AI,95,74,77,7.32,0,7.2,0
S26612,Male,Computer,68,83,93,7.85,0,5.8,0
S26613,Male,IT,98,86,99,8.7,0,6.6,0
S26614,Female,Computer,100,56,64,7.52,1,3.3,0
S26615,Male,AI,47,52,51,6.6,3,2.4,1
S26616,Female,AI,96,74,63,9.08,0,7.9,0
S26617,Male,Computer,73,57,74,8.74,0,3.5,0
S26618,Female,IT,80,63,63,7.53,0,7.8,0
S26619,Female,IT,79,92,69,7.93,1,5.5,0
S26620,Female,Computer,71,87,97,9.68,0,4.2,0
S26621,Male,AI,65,38,56,5.95,1,2.6,1
S26622,Male,AI,85,83,83,8.58,1,6.7,0
S26623,Female,Computer,54,56,57,6.51,1,3.4,1
S26624,Male,Computer,80,59,64,7.86,0,6.7,0
S26625,Female,AI,54,40,52,6.73,1,1.2,1
S26626,Male,Computer,71,92,86,7.48,1,5.8,0
S26627,Male,IT,88,73,62,6.56,0,6.3,0
S26628,Female,Computer,91,72,97,9.24,0,7.5,0
S26629,Female,AI,60,42,38,5.98,2,3.3,1
S26630,Male,AI,65,57,76,7.19,0,4.1,0
S26631,Male,AI,68,57,67,8.14,0,4.8,0
S26632,Female,AI,51,56,70,5.28,1,2.0,1
S26633,Female,Computer,66,78,88,8.41,0,7.9,0
S26634,Male,AI,67,70,61,9.71,0,5.4,0
S26635,Male,IT,77,74,88,7.34,0,7.0,0
S26636,Male,AI,70,47,59,6.15,2,2.5,1
S26637,Female,AI,75,75,72,9.69,1,6.5,0
S26638,Male,IT,92,77,64,6.92,0,5.1,0
S26639,Male,AI,49,56,69,5.26,1,1.9,1
S26640,Male,AI,67,91,88,6.76,0,7.5,0
S26641,Female,Computer,100,75,93,6.72,0,7.8,0
S26642,Male,Computer,77,55,73,9.26,0,5.4,0
S26643,Female,Computer,90,74,68,6.99,0,4.5,0
S26644,Female,IT,70,60,35,5.08,1,3.5,1
S26645,Male,IT,64,44,63,6.13,1,1.4,1
S26646,Female,Computer,78,100,95,6.68,0,4.9,0
S26647,Male,IT,78,89,78,7.14,0,4.4,0
S26648,Male,IT,76,66,98,7.01,0,3.1,0
S26649,Female,AI,96,74,83,7.65,0,7.7,0
S26650,Female,Computer,76,74,61,7.21,0,6.3,0
S26651,Male,AI,69,73,56,8.8,0,4.0,0
S26652,Female,IT,90,77,63,7.05,0,6.7,0
S26653,Female,Computer,78,85,58,9.35,0,4.4,0
S26654,Female,Computer,97,94,92,8.23,0,3.4,0
S26655,Male,AI,57,62,63,6.42,2,3.3,1
S26656,Female,IT,100,57,76,8.67,0,4.1,0
S26657,Female,AI,78,62,69,8.59,0,5.0,0
S26658,Female,Computer,70,50,54,5.65,1,1.7,1
S26659,Male,IT,69,93,93,7.28,0,7.1,0
S26660,Female,AI,93,92,77,8.88,1,4.8,0
S26661,Male,IT,67,82,97,9.59,1,5.7,0
S26662,Male,AI,87,80,90,7.05,0,3.9,0
S26663,Female,Computer,79,82,79,9.8,0,4.3,0
S26664,Female,Computer,79,78,74,9.5,0,5.2,0
S26665,Female,AI,70,43,41,5.82,3,2.1,1
S26666,Female,AI,92,67,65,9.47,0,7.2,0
S26667,Female,AI,80,96,58,7.68,0,3.9,0
S26668,Male,IT,76,74,85,7.84,1,5.5,0
S26669,Female,Computer,59,51,57,5.72,1,3.4,1
S26670,Female,Computer,68,50,35,5.81,3,3.1,1
S26671,Male,AI,82,74,57,8.79,0,5.4,0
S26672,Female,Computer,97,56,56,7.05,0,7.0,0
S26673,Female,Computer,73,77,72,7.41,0,4.1,0
S26674,Male,AI,89,60,75,6.9,1,4.6,0
S26675,Female,IT,77,63,67,8.11,0,3.9,0
S26676,Male,AI,66,71,71,7.73,0,4.3,0
S26677,Female,AI,89,87,79,7.07,0,4.9,0
S26678,Male,IT,95,63,65,6.92,0,5.0,0
S26679,Female,Computer,48,51,39,6.02,1,1.7,1
S26680,Female,AI,58,46,65,5.08,3,3.4,1
S26681,Female,AI,67,98,75,7.09,0,5.9,0
S26682,Male,Computer,72,79,94,7.57,0,7.9,0
S26683,Female,AI,83,63,57,8.27,0,4.9,0
S26684,Male,Computer,66,71,97,7.62,1,5.1,0
S26685,Male,Computer,90,74,82,6.72,0,6.6,0
S26686,Male,AI,97,79,82,8.54,0,4.7,0
S26687,Female,Computer,65,72,86,6.78,1,3.9,0
S26688,Female,Computer,54,49,41,5.08,2,3.8,1
S26689,Male,IT,87,64,98,7.23,1,7.3,0
S26690,Female,Computer,81,78,71,9.24,1,4.0,0
S26691,Male,IT,69,88,93,8.81,0,3.0,0
S26692,Female,IT,74,98,87,9.33,0,4.0,0
S26693,Male,AI,86,83,100,9.07,0,6.3,0
S26694,Male,AI,66,73,75,6.77,0,7.6,0
S26695,Male,AI,79,87,63,8.38,0,3.3,0
S26696,Male,IT,77,95,95,9.67,0,4.8,0
S26697,Male,Computer,68,56,99,9.26,1,4.8,0
S26698,Female,IT,74,88,79,9.94,0,6.1,0
S26699,Female,IT,61,57,42,5.69,2,1.3,1
S26700,Male,IT,73,74,84,9.84,0,5.4,0
S26701,Female,IT,77,82,93,7.39,1,4.9,0
S26702,Male,IT,53,37,36,6.49,1,3.0,1
S26703,Female,IT,75,90,62,7.64,1,6.7,0
S26704,Male,IT,63,39,46,4.89,2,2.6,1
S26705,Female,IT,46,40,69,5.02,1,2.3,1
S26706,Male,AI,83,82,78,8.78,0,6.0,0
S26707,Male,IT,82,97,100,8.33,0,3.9,0
S26708,Male,IT,95,86,99,6.74,0,7.1,0
S26709,Male,IT,88,96,88,9.54,0,5.8,0
S26710,Male,AI,72,82,70,9.67,1,5.2,0
S26711,Male,IT,92,89,66,7.09,0,6.2,0
S26712,Female,Computer,67,59,83,7.0,1,6.4,0
S26713,Female,IT,84,58,96,9.95,0,4.9,0
S26714,Male,AI,68,70,69,9.48,0,5.6,0
S26715,Male,AI,93,57,79,7.71,0,7.3,0
S26716,Female,Computer,86,94,74,8.89,0,7.1,0
S26717,Male,AI,81,99,57,8.85,0,3.1,0
S26718,Female,IT,100,73,93,7.49,0,3.4,0
S26719,Female,IT,67,64,98,7.54,0,3.3,0
S26720,Male,Computer,65,91,62,7.78,0,6.1,0
S26721,Female,IT,73,91,64,8.68,0,3.3,0
S26722,Female,IT,95,56,97,8.66,0,3.5,0
S26723,Male,Computer,71,55,59,7.99,0,3.4,0
S26724,Male,IT,58,53,60,6.0,2,3.7,1
S26725,Male,Computer,82,72,57,8.37,1,4.0,0
S26726,Female,AI,67,70,55,7.22,1,7.0,0
S26727,Female,IT,66,66,57,7.89,0,6.2,0
S26728,Male,IT,96,60,67,7.58,0,6.0,0
S26729,Female,Computer,50,55,42,6.59,2,3.4,1
S26730,Male,IT,96,68,69,6.77,1,7.7,0
S26731,Male,IT,45,61,60,6.09,3,3.6,1
S26732,Male,AI,70,81,68,9.26,0,3.1,0
S26733,Female,Computer,90,85,78,7.91,0,7.8,0
S26734,Male,AI,98,100,71,7.82,0,7.3,0
S26735,Male,Computer,88,100,88,9.08,0,7.1,0
S26736,Male,AI,74,80,98,9.02,0,4.8,0
S26737,Female,IT,68,50,46,5.04,2,2.8,1
S26738,Female,IT,68,64,66,6.36,1,3.8,1
S26739,Female,IT,58,61,63,6.69,1,1.4,1
S26740,Male,IT,92,95,100,8.36,0,3.1,0
S26741,Female,Computer,70,38,60,5.76,2,3.1,1
S26742,Male,IT,73,89,75,8.05,0,4.2,0
S26743,Male,Computer,71,100,85,8.58,0,6.6,0
S26744,Female,AI,81,66,67,9.19,1,6.4,0
S26745,Female,Computer,98,75,58,9.4,1,7.3,0
S26746,Male,Computer,87,64,73,9.09,0,3.6,0
S26747,Male,IT,70,91,92,9.03,0,3.9,0
S26748,Male,IT,67,65,65,5.32,1,2.7,1
S26749,Female,AI,89,80,98,7.48,1,4.2,0
S26750,Male,IT,83,92,71,6.85,0,5.2,0
S26751,Male,Computer,77,91,59,9.32,0,6.7,0
S26752,Female,IT,72,74,61,7.23,0,3.4,0
S26753,Female,AI,68,56,99,9.61,0,4.2,0
S26754,Female,Computer,86,92,80,8.33,0,3.4,0
S26755,Female,AI,91,99,58,7.03,0,7.0,0
S26756,Male,AI,69,82,59,7.74,0,3.5,0
S26757,Male,Computer,99,59,58,6.6,1,6.4,0
S26758,Male,Computer,66,91,77,6.88,0,7.1,0
S26759,Female,IT,85,83,68,8.9,1,4.6,0
S26760,Female,IT,70,81,73,9.67,0,4.7,0
S26761,Male,Computer,74,86,90,6.87,0,3.4,0
S26762,Male,AI,97,64,82,9.21,1,5.6,0
S26763,Female,Computer,61,41,46,6.29,1,3.6,1
S26764,Female,AI,77,57,92,8.14,0,7.6,0
S26765,Female,IT,53,51,37,5.35,2,3.5,1
S26766,Male,Computer,72,68,91,7.33,0,5.7,0
S26767,Male,Computer,98,90,92,8.0,0,7.0,0
S26768,Female,Computer,80,79,65,7.48,0,4.3,0
S26769,Female,IT,65,64,58,4.9,3,2.8,1
S26770,Female,Computer,62,48,49,5.79,1,3.0,1
S26771,Female,IT,87,96,89,8.28,0,6.9,0
S26772,Female,AI,100,99,95,7.29,0,3.3,0
S26773,Male,Computer,53,64,39,5.22,1,3.4,1
S26774,Female,AI,73,64,57,7.63,0,6.1,0
S26775,Female,AI,73,69,56,7.28,0,7.4,0
S26776,Male,AI,63,57,50,6.28,2,2.0,1
S26777,Female,IT,85,68,58,7.16,0,5.9,0
S26778,Male,Computer,75,97,60,6.73,0,7.0,0
S26779,Female,AI,92,58,90,8.41,0,7.7,0
S26780,Male,AI,88,57,99,9.01,0,3.9,0
S26781,Female,IT,91,75,99,9.72,0,5.4,0
S26782,Male,Computer,96,99,79,7.1,1,5.1,0
S26783,Male,IT,51,57,53,5.3,2,3.4,1
S26784,Male,Computer,78,73,76,8.68,0,3.7,0
S26785,Female,IT,72,99,74,8.32,1,7.2,0
S26786,Male,IT,88,78,67,8.75,0,6.4,0
S26787,Male,IT,97,83,90,7.66,1,6.4,0
S26788,Male,AI,91,98,86,7.9,0,6.4,0
S26789,Male,Computer,75,64,58,10.0,0,7.9,0
S26790,Male,AI,81,97,70,7.74,0,4.6,0
S26791,Female,IT,84,82,91,7.06,0,7.0,0
S26792,Female,AI,94,56,82,7.76,0,4.4,0
S26793,Male,AI,78,86,76,9.45,1,7.2,0
S26794,Female,AI,78,93,64,7.91,0,5.5,0
S26795,Male,Computer,57,48,65,6.27,1,2.0,1
S26796,Male,Computer,62,45,46,5.7,3,3.2,1
S26797,Female,Computer,86,67,56,6.82,1,6.3,0
S26798,Female,IT,86,79,92,7.26,0,6.2,0
S26799,Female,AI,72,94,77,6.58,0,5.0,0
S26800,Female,AI,98,76,62,8.18,0,4.2,0
S26801,Male,IT,91,74,84,7.72,0,4.2,0
S26802,Female,IT,85,61,57,9.26,0,3.7,0
S26803,Female,AI,79,96,92,7.22,1,5.9,0
S26804,Male,AI,47,52,63,5.17,2,3.5,1
S26805,Female,Computer,65,61,55,6.64,1,4.3,0
S26806,Female,IT,96,59,63,6.68,1,5.8,0
S26807,Male,AI,88,94,87,9.39,0,6.8,0
S26808,Male,AI,46,37,58,5.44,3,3.6,1
S26809,Female,Computer,76,83,60,7.26,0,7.2,0
S26810,Female,Computer,51,41,54,5.79,1,2.4,1
S26811,Male,IT,89,88,87,6.87,0,3.4,0
S26812,Female,AI,48,38,70,4.95,1,2.4,1
S26813,Male,IT,68,75,71,8.33,0,6.8,0
S26814,Female,Computer,67,77,94,7.06,0,6.9,0
S26815,Male,Computer,65,70,71,7.92,1,3.5,0
S26816,Female,IT,70,60,68,9.59,0,4.8,0
S26817,Female,Computer,71,70,60,8.94,0,4.3,0
S26818,Female,IT,83,79,85,9.97,0,5.2,0
S26819,Male,AI,85,62,88,6.82,0,4.5,0
S26820,Female,AI,91,92,61,9.42,0,4.5,0
S26821,Male,Computer,48,59,64,6.24,3,1.9,1
S26822,Female,AI,51,35,65,6.3,1,3.1,1
S26823,Female,IT,88,60,60,7.29,0,7.7,0
S26824,Female,Computer,85,71,81,7.55,0,4.9,0
S26825,Male,Computer,81,74,81,9.0,0,7.0,0
S26826,Male,AI,67,66,78,8.43,0,4.9,0
S26827,Male,IT,73,56,55,9.45,0,5.1,0
S26828,Male,Computer,69,86,81,8.67,0,3.8,0
S26829,Male,IT,94,64,92,8.55,0,3.9,0
S26830,Male,Computer,82,93,73,7.11,0,3.3,0
S26831,Male,IT,78,95,57,8.89,1,3.3,0
S26832,Female,IT,85,81,72,7.46,1,6.8,0
S26833,Female,Computer,90,96,85,9.61,0,3.4,0
S26834,Male,Computer,85,76,65,6.64,0,5.0,0
S26835,Male,IT,51,62,64,5.29,2,2.6,1
S26836,Male,AI,72,85,84,8.77,1,4.5,0
S26837,Female,AI,53,51,42,6.23,2,2.2,1
S26838,Female,Computer,78,65,67,8.51,0,4.4,0
S26839,Female,AI,99,96,87,7.04,1,4.0,0
S26840,Male,Computer,54,50,66,6.09,2,2.8,1
S26841,Female,AI,73,61,84,7.27,0,6.4,0
S26842,Male,AI,66,60,90,9.34,0,3.7,0
S26843,Male,AI,80,85,97,9.31,0,3.7,0
S26844,Female,IT,74,71,62,9.73,0,7.5,0
S26845,Female,IT,89,97,60,8.2,0,5.5,0
S26846,Male,Computer,69,91,74,7.52,0,4.0,0
S26847,Male,AI,95,98,61,8.66,0,7.9,0
S26848,Male,IT,82,63,91,7.64,1,5.8,0
S26849,Female,AI,85,72,77,8.08,0,3.8,0
S26850,Male,IT,81,84,65,6.64,0,3.7,0
S26851,Male,IT,81,78,94,9.31,0,3.1,0
S26852,Male,IT,66,87,64,9.54,0,6.3,0
S26853,Female,IT,93,98,60,6.67,1,4.6,0
S26854,Male,AI,90,69,60,9.47,0,6.1,0
S26855,Male,AI,65,87,65,9.42,0,5.2,0
S26856,Female,Computer,78,77,77,8.83,1,7.1,0
S26857,Female,Computer,83,88,78,9.38,0,3.9,0
S26858,Male,Computer,88,64,79,7.45,0,6.9,0
S26859,Male,IT,48,38,36,5.94,1,3.8,1
S26860,Male,Computer,73,64,74,7.4,0,6.1,0
S26861,Female,Computer,95,67,73,7.15,1,3.1,0
S26862,Female,IT,99,74,97,7.13,0,5.9,0
S26863,Male,IT,52,58,48,5.86,3,3.2,1
S26864,Male,IT,87,64,72,8.63,0,6.5,0
S26865,Male,IT,80,68,77,9.16,0,3.3,0
S26866,Female,Computer,64,44,39,5.8,2,2.9,1
S26867,Female,IT,60,39,35,5.97,3,2.9,1
S26868,Male,IT,92,99,61,8.62,0,4.6,0
S26869,Female,AI,81,87,79,6.81,0,4.2,0
S26870,Male,Computer,93,80,84,6.6,1,8.0,0
S26871,Male,AI,79,79,66,9.34,0,5.5,0
S26872,Female,Computer,48,60,46,6.02,1,1.3,1
S26873,Male,Computer,80,96,69,8.34,0,6.4,0
S26874,Male,IT,81,72,59,7.33,0,6.3,0
S26875,Female,AI,66,46,69,5.8,3,3.2,1
S26876,Female,IT,93,95,88,8.3,0,3.1,0
S26877,Male,IT,47,35,53,5.24,1,3.8,1
S26878,Male,IT,73,89,70,6.68,1,5.2,0
S26879,Female,AI,84,57,75,6.66,0,3.3,0
S26880,Female,IT,94,74,55,8.99,1,5.8,0
S26881,Male,IT,78,96,97,7.06,0,7.4,0
S26882,Male,IT,67,56,71,8.8,0,3.0,0
S26883,Female,IT,89,75,91,9.89,0,5.3,0
S26884,Male,IT,89,66,94,6.79,0,6.8,0
S26885,Female,AI,83,84,76,8.16,0,6.2,0
S26886,Female,Computer,70,86,85,8.68,0,3.2,0
S26887,Female,IT,87,81,83,9.72,0,7.6,0
S26888,Female,Computer,69,50,54,5.99,2,1.0,1
S26889,Female,IT,81,98,83,8.08,1,5.0,0
S26890,Female,IT,77,75,76,8.67,0,7.2,0
S26891,Female,IT,80,74,75,9.71,1,7.5,0
S26892,Female,AI,81,59,91,7.69,1,6.7,0
S26893,Female,IT,50,45,63,6.1,2,2.0,1
S26894,Male,Computer,63,65,39,5.97,3,1.7,1
S26895,Male,IT,75,97,65,6.8,1,4.3,0
S26896,Male,AI,96,78,84,6.55,0,6.6,0
S26897,Male,Computer,96,86,79,9.66,0,6.1,0
S26898,Male,AI,85,87,78,8.61,0,6.8,0
S26899,Male,AI,88,73,98,8.21,1,5.7,0
S26900,Female,IT,90,79,61,7.03,0,5.0,0
S26901,Male,Computer,71,63,80,6.97,0,3.7,0
S26902,Male,Computer,89,56,94,7.97,0,4.1,0
S26903,Female,Computer,87,98,72,7.06,1,6.9,0
S26904,Female,Computer,66,54,43,5.46,2,3.7,1
S26905,Male,Computer,48,45,52,4.93,3,1.8,1
S26906,Female,AI,85,83,65,6.6,0,6.5,0
S26907,Female,IT,69,87,66,8.2,0,5.5,0
S26908,Male,IT,55,41,40,5.11,1,3.5,1
S26909,Female,IT,73,72,62,8.6,0,4.3,0
S26910,Male,IT,99,59,57,8.87,1,3.9,0
S26911,Male,AI,76,81,79,7.04,0,6.0,0
S26912,Male,Computer,70,69,62,7.43,0,7.1,0
S26913,Male,IT,74,90,85,7.15,0,3.9,0
S26914,Male,AI,53,59,51,4.91,1,2.6,1
S26915,Female,AI,83,56,90,7.94,0,6.5,0
S26916,Female,AI,97,77,64,8.57,0,5.2,0
S26917,Female,IT,76,68,92,9.29,0,4.8,0
S26918,Male,Computer,76,71,84,9.08,1,7.5,0
S26919,Male,Computer,70,63,65,9.46,0,5.1,0
S26920,Female,IT,68,54,47,5.42,2,3.9,1
S26921,Female,IT,96,91,74,7.0,0,5.4,0
S26922,Female,Computer,73,68,56,6.71,0,5.4,0
S26923,Male,IT,69,61,91,9.43,0,5.5,0
S26924,Female,AI,97,60,69,7.57,0,3.0,0
S26925,Male,Computer,69,75,75,7.38,0,6.8,0
S26926,Male,AI,56,37,58,4.89,3,3.7,1
S26927,Male,AI,66,79,83,9.35,0,3.2,0
S26928,Male,AI,69,63,63,6.56,3,3.8,1
S26929,Female,Computer,91,77,79,9.71,0,4.5,0
S26930,Female,IT,95,97,98,7.54,0,4.8,0
S26931,Female,Computer,93,83,56,7.33,0,6.7,0
S26932,Female,AI,69,47,53,6.04,2,2.8,1
S26933,Male,AI,67,85,93,9.27,0,4.6,0
S26934,Male,Computer,75,95,58,7.95,0,3.9,0
S26935,Female,IT,88,86,82,6.52,0,7.1,0
S26936,Male,Computer,88,57,58,8.03,0,5.6,0
S26937,Female,IT,68,78,70,7.93,0,7.8,0
S26938,Male,IT,74,65,57,8.94,1,6.4,0
S26939,Female,IT,67,88,97,8.89,0,6.9,0
S26940,Female,AI,87,95,97,9.18,1,5.4,0
S26941,Female,IT,63,58,53,5.11,2,2.3,1
S26942,Male,AI,90,99,69,6.78,0,3.1,0
S26943,Female,Computer,77,99,76,9.82,0,7.2,0
S26944,Female,IT,70,35,69,5.83,3,3.8,1
S26945,Female,Computer,94,84,72,8.79,0,5.0,0
S26946,Male,Computer,64,40,67,5.84,2,2.5,1
S26947,Male,Computer,91,76,70,7.56,1,3.9,0
S26948,Male,Computer,92,57,61,7.39,0,3.8,0
S26949,Male,Computer,93,64,55,7.83,1,3.6,0
S26950,Male,IT,46,61,62,5.39,1,1.8,1
S26951,Male,AI,81,86,59,7.04,0,7.3,0
S26952,Male,IT,80,100,97,9.38,1,6.5,0
S26953,Female,IT,51,58,50,5.67,2,3.1,1
S26954,Female,AI,63,60,59,5.52,3,3.4,1
S26955,Female,Computer,67,57,43,5.65,1,2.1,1
S26956,Female,IT,66,53,39,6.13,1,3.3,1
S26957,Male,AI,67,56,55,7.09,1,7.8,0
S26958,Male,IT,87,74,62,6.69,1,5.8,0
S26959,Female,Computer,97,96,56,7.55,1,3.6,0
S26960,Female,IT,76,81,94,7.16,0,3.9,0
S26961,Male,AI,66,77,94,7.51,0,5.3,0
S26962,Female,IT,67,80,87,6.52,0,3.4,0
S26963,Male,AI,77,83,73,9.0,1,6.6,0
S26964,Female,Computer,82,77,69,7.18,1,5.4,0
S26965,Male,IT,92,74,99,7.8,0,3.4,0
S26966,Male,AI,65,64,59,8.49,0,5.6,0
S26967,Female,AI,62,38,54,5.17,3,1.1,1
S26968,Female,IT,70,91,66,8.59,0,3.2,0
S26969,Female,IT,88,83,97,7.85,0,6.1,0
S26970,Male,AI,74,84,90,8.59,0,4.7,0
S26971,Male,IT,90,76,63,9.02,0,6.3,0
S26972,Male,Computer,71,61,62,7.73,0,4.8,0
S26973,Female,Computer,80,66,99,8.56,0,7.0,0
S26974,Male,AI,77,99,71,7.19,0,6.8,0
S26975,Male,Computer,93,59,70,7.27,0,4.0,0
S26976,Male,Computer,68,74,75,7.08,0,4.0,0
S26977,Male,Computer,71,68,85,7.11,1,6.1,0
S26978,Male,IT,89,58,62,7.22,0,4.4,0
S26979,Female,Computer,94,85,63,6.51,0,4.4,0
S26980,Female,Computer,69,39,68,5.67,1,1.3,1
S26981,Female,AI,67,98,98,7.64,1,4.3,0
S26982,Male,IT,92,81,71,6.97,0,7.9,0
S26983,Female,IT,97,82,58,7.72,0,4.5,0
S26984,Female,IT,98,81,99,8.1,0,5.3,0
S26985,Female,Computer,98,97,77,8.76,0,3.4,0
S26986,Female,IT,58,58,65,6.75,3,1.2,1
S26987,Female,IT,68,71,89,8.11,0,3.4,0
S26988,Female,AI,89,68,70,8.91,1,5.3,0
S26989,Male,AI,99,96,72,7.55,1,7.9,0
S26990,Female,IT,67,67,88,6.98,0,6.1,0
S26991,Female,Computer,76,64,90,8.01,1,4.0,0
S26992,Female,IT,72,93,78,6.7,0,3.4,0
S26993,Male,IT,45,41,68,6.12,2,2.0,1
S26994,Female,Computer,62,40,70,5.19,2,1.9,1
S26995,Female,Computer,97,100,60,7.55,0,6.3,0
S26996,Female,AI,93,64,60,8.71,1,4.5,0
S26997,Female,AI,52,51,47,6.72,2,2.6,1
S26998,Female,IT,61,63,45,5.58,1,2.6,1
S26999,Male,Computer,71,89,55,7.31,0,6.9,0
S27000,Male,Computer,93,77,77,9.21,0,5.7,0
S27001,Female,AI,66,80,77,9.24,0,3.5,0
S27002,Male,AI,97,90,78,7.22,1,7.6,0
S27003,Female,Computer,76,90,57,8.63,0,7.1,0
S27004,Female,IT,92,59,69,8.93,0,5.9,0
S27005,Male,IT,77,77,67,9.5,1,5.5,0
S27006,Male,IT,88,55,90,9.79,0,3.5,0
S27007,Male,AI,45,44,37,5.58,1,2.0,1
S27008,Male,AI,92,72,70,8.75,1,3.2,0
S27009,Male,Computer,74,56,59,9.57,0,4.2,0
S27010,Female,IT,96,75,60,9.8,1,3.5,0
S27011,Female,Computer,48,50,60,6.07,3,2.2,1
S27012,Male,Computer,76,66,85,7.4,0,3.7,0
S27013,Male,IT,61,42,58,5.15,1,1.7,1
S27014,Female,Computer,82,65,93,8.7,0,7.1,0
S27015,Male,AI,65,54,61,6.35,1,3.0,1
S27016,Male,IT,86,74,75,8.78,0,7.3,0
S27017,Female,Computer,78,80,74,8.87,0,7.6,0
S27018,Male,AI,83,89,73,7.31,0,5.6,0
S27019,Female,Computer,55,46,64,6.12,1,3.3,1
S27020,Female,IT,75,97,61,7.45,1,3.9,0
S27021,Male,Computer,95,98,78,7.12,0,5.4,0
S27022,Female,AI,47,40,48,6.21,3,2.8,1
S27023,Female,IT,61,65,62,5.09,3,3.6,1
S27024,Female,IT,90,63,60,7.26,0,4.8,0
S27025,Male,Computer,70,90,88,8.59,0,5.0,0
S27026,Male,AI,54,35,70,5.09,1,3.8,1
